ISO,Year,Value,Description,Variable,From,Source,URL
IRL,2011,7.844834286882075,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2012,8.005160523905362,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2013,7.604108814018551,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2014,7.535843563616688,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2015,7.76697872821891,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2016,8.033082842743992,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2017,7.719368605155232,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRL,2018,7.511326570947931,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1990,3.1705164079502097,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1991,3.763586503065889,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1992,3.9577834616097047,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1993,3.8637888193277043,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1994,4.301161658585766,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1995,4.4242877643737355,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1996,4.488969638117677,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1997,4.604165251408663,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1998,4.565290263046382,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,1999,5.026783974753427,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2000,5.180469398742037,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2001,5.2711013695879245,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2002,5.46914005140626,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2003,5.723622027097565,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2004,6.074144034369544,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2005,6.4566350228049245,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2006,6.942551115902095,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2007,7.329349994804902,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2008,7.390675353152874,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2009,7.548183209415096,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2010,7.4547345651251415,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2011,7.514039097951404,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2012,7.548198282176272,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2013,7.734372612794993,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2014,7.86992768380057,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2015,7.662671433577203,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2016,7.603565286210944,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2017,7.685262423449828,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRN,2018,7.68347717079043,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
IRQ,1990,3.7200516467170286,"C02 Total excluding LUCF and Agriculture Tons / Population, total",GE1,CW API _AND_ WB API,"CAIT _AND_ PIK _AND_ (1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112 _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SP.POP.TOTL
