ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
CEB,2009,6.1256708791338,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2008,7.98012073984587,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2007,6.53638801582373,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2006,5.28313352684679,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2005,4.62686397685386,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2004,2.83982296668761,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2003,2.48370768881383,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2002,2.59207159699945,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2001,3.04550685256554,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
CEB,2000,2.96195651966032,"Adjusted net savings, including particulate emission damage (% of GNI)",Central Europe and the Baltics,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
