ISO,Year,Description,Source,URL,DownloadDate,Indicator,From,Imputed,Value,Corrected,Country
ALB,2008,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4150000.000000001,False,Albania
ALB,2009,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4300000.000000001,False,Albania
ALB,2010,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4560000.000000001,False,Albania
ALB,2011,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4555000.0,True,Albania
ALB,2012,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4550000.0,False,Albania
ALB,2013,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4780000.0,False,Albania
ALB,2014,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4960000.0,True,Albania
ALB,2015,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,5040000.0,False,Albania
ALB,2016,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,4899999.999999999,False,Albania
ALB,2017,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,5569999.999999999,False,Albania
ALB,2018,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,5529999.999999999,False,Albania
ALB,2019,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,,GE1.0,CW API,True,5529999.999999999,False,Albania
ALB,2020,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,,GE1.0,CW API,True,5529999.999999999,False,Albania
AND,1990,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,410000.0,False,Andorra
AND,1991,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,410000.0,False,Andorra
AND,1992,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,410000.0,False,Andorra
AND,1993,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,410000.0,False,Andorra
AND,1994,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,410000.0,False,Andorra
AND,1995,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,430000.0,False,Andorra
AND,1996,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,450000.0,False,Andorra
AND,1997,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,470000.0,False,Andorra
AND,1998,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,490000.0,False,Andorra
AND,1999,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,510000.0,False,Andorra
AND,2000,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,520000.0,False,Andorra
AND,2001,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,520000.0,False,Andorra
AND,2002,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,530000.0,False,Andorra
AND,2003,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,530000.0,False,Andorra
AND,2004,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,560000.0,False,Andorra
AND,2005,C02 Total excluding LUCF and Agriculture Tons,CAIT _and_ PIK,https://www.climatewatchdata.org/api/v1/data/historical_emissions?gas_ids%5B%5D=326&sector_ids%5B%5D=1298&sector_ids%5B%5D=1316&source_ids%5B%5D=111&source_ids%5B%5D=112,2021-08-09,GE1.0,CW API,False,545000.0,True,Andorra
